Filepath,Pitchpath,Emotion
../dataset/mlend/MLEndSND_Public/41021.wav,augmented_pitch\41021_pitch.wav,Bored
../dataset/esd/0017/Angry/0017_000522.wav,augmented_pitch\0017_000522_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/12064.wav,augmented_pitch\12064_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/05039.wav,augmented_pitch\05039_pitch.wav,Bored
../dataset/esd/0020/Angry/0020_000692.wav,augmented_pitch\0020_000692_pitch.wav,Anger
../dataset/esd/0017/Sad/0017_001207.wav,augmented_pitch\0017_001207_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/21307.wav,augmented_pitch\21307_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/33642.wav,augmented_pitch\33642_pitch.wav,Question
../dataset/meld/train/dia845_utt3.mp4,augmented_pitch\dia845_utt3_pitch.wav,Happy
../dataset/esd/0019/Neutral/0019_000191.wav,augmented_pitch\0019_000191_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1075_TSI_DIS_XX.wav,augmented_pitch\1075_TSI_DIS_XX_pitch.wav,Disgust
../dataset/esd/0018/Sad/0018_001148.wav,augmented_pitch\0018_001148_pitch.wav,Sad
../dataset/meld/train/dia260_utt1.mp4,augmented_pitch\dia260_utt1_pitch.wav,Anger
../dataset/esd/0011/Happy/0011_000810.wav,augmented_pitch\0011_000810_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/07417.wav,augmented_pitch\07417_pitch.wav,Question
../dataset/esd/0012/Surprise/0012_001602.wav,augmented_pitch\0012_001602_pitch.wav,Surprise
../dataset/esd/0018/Surprise/0018_001596.wav,augmented_pitch\0018_001596_pitch.wav,Surprise
../dataset/esd/0018/Surprise/0018_001551.wav,augmented_pitch\0018_001551_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/46145.wav,augmented_pitch\46145_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/20947.wav,augmented_pitch\20947_pitch.wav,Happy
../dataset/esd/0016/Happy/0016_000904.wav,augmented_pitch\0016_000904_pitch.wav,Happy
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_neutral_7b_1.wav,augmented_pitch\female1_neutral_7b_1_pitch.wav,Neutral
../dataset/esd/0020/Angry/0020_000396.wav,augmented_pitch\0020_000396_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/00105.wav,augmented_pitch\00105_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/31699.wav,augmented_pitch\31699_pitch.wav,Bored
../dataset/esd/0011/Angry/0011_000655.wav,augmented_pitch\0011_000655_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/26502.wav,augmented_pitch\26502_pitch.wav,Question
../dataset/crema-d/AudioWAV/1028_MTI_DIS_XX.wav,augmented_pitch\1028_MTI_DIS_XX_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/17823.wav,augmented_pitch\17823_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/40481.wav,augmented_pitch\40481_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/16096.wav,augmented_pitch\16096_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/05929.wav,augmented_pitch\05929_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/36738.wav,augmented_pitch\36738_pitch.wav,Bored
../dataset/tess/YAF_neutral/YAF_chat_neutral.wav,augmented_pitch\YAF_chat_neutral_pitch.wav,Neutral
../dataset/esd/0017/Surprise/0017_001564.wav,augmented_pitch\0017_001564_pitch.wav,Surprise
../dataset/crema-d/AudioWAV/1065_IEO_DIS_MD.wav,augmented_pitch\1065_IEO_DIS_MD_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/03137.wav,augmented_pitch\03137_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/24817.wav,augmented_pitch\24817_pitch.wav,Bored
../dataset/esd/0014/Surprise/0014_001647.wav,augmented_pitch\0014_001647_pitch.wav,Surprise
../dataset/meld/train/dia544_utt6.mp4,augmented_pitch\dia544_utt6_pitch.wav,Neutral
../dataset/esd/0015/Neutral/0015_000240.wav,augmented_pitch\0015_000240_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/35134.wav,augmented_pitch\35134_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1018_IOM_FEA_XX.wav,augmented_pitch\1018_IOM_FEA_XX_pitch.wav,Fear
../dataset/esd/0011/Angry/0011_000437.wav,augmented_pitch\0011_000437_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/21433.wav,augmented_pitch\21433_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/13376.wav,augmented_pitch\13376_pitch.wav,Neutral
../dataset/esd/0017/Happy/0017_000937.wav,augmented_pitch\0017_000937_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/03236.wav,augmented_pitch\03236_pitch.wav,Happy
../dataset/savee/JE_n08.wav,augmented_pitch\JE_n08_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/26038.wav,augmented_pitch\26038_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1044_DFA_DIS_XX.wav,augmented_pitch\1044_DFA_DIS_XX_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/06517.wav,augmented_pitch\06517_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/42109.wav,augmented_pitch\42109_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/32145.wav,augmented_pitch\32145_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/41782.wav,augmented_pitch\41782_pitch.wav,Question
../dataset/tess/YAF_neutral/YAF_wash_neutral.wav,augmented_pitch\YAF_wash_neutral_pitch.wav,Neutral
../dataset/esd/0017/Angry/0017_000431.wav,augmented_pitch\0017_000431_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1005_IEO_ANG_LO.wav,augmented_pitch\1005_IEO_ANG_LO_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/28426.wav,augmented_pitch\28426_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/10811.wav,augmented_pitch\10811_pitch.wav,Bored
../dataset/esd/0016/Angry/0016_000664.wav,augmented_pitch\0016_000664_pitch.wav,Anger
../dataset/esd/0013/Neutral/0013_000143.wav,augmented_pitch\0013_000143_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1066_IWW_SAD_XX.wav,augmented_pitch\1066_IWW_SAD_XX_pitch.wav,Sad
../dataset/esd/0017/Angry/0017_000684.wav,augmented_pitch\0017_000684_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/24415.wav,augmented_pitch\24415_pitch.wav,Question
../dataset/meld/train/dia576_utt2.mp4,augmented_pitch\dia576_utt2_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/12679.wav,augmented_pitch\12679_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/39135.wav,augmented_pitch\39135_pitch.wav,Neutral
../dataset/esd/0016/Surprise/0016_001524.wav,augmented_pitch\0016_001524_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/27865.wav,augmented_pitch\27865_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/39827.wav,augmented_pitch\39827_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/32811.wav,augmented_pitch\32811_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/29053.wav,augmented_pitch\29053_pitch.wav,Neutral
../dataset/esd/0020/Happy/0020_000998.wav,augmented_pitch\0020_000998_pitch.wav,Happy
../dataset/tess/YAF_neutral/YAF_gas_neutral.wav,augmented_pitch\YAF_gas_neutral_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14510.wav,augmented_pitch\14510_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/42450.wav,augmented_pitch\42450_pitch.wav,Question
../dataset/esd/0017/Happy/0017_001023.wav,augmented_pitch\0017_001023_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1024_WSI_SAD_XX.wav,augmented_pitch\1024_WSI_SAD_XX_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/09911.wav,augmented_pitch\09911_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/10282.wav,augmented_pitch\10282_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/26627.wav,augmented_pitch\26627_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1029_IOM_HAP_XX.wav,augmented_pitch\1029_IOM_HAP_XX_pitch.wav,Happy
../dataset/esd/0020/Angry/0020_000642.wav,augmented_pitch\0020_000642_pitch.wav,Anger
../dataset/esd/0015/Sad/0015_001377.wav,augmented_pitch\0015_001377_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1073_IWL_SAD_XX.wav,augmented_pitch\1073_IWL_SAD_XX_pitch.wav,Sad
../dataset/tess/YAF_fear/YAF_mop_fear.wav,augmented_pitch\YAF_mop_fear_pitch.wav,Fear
../dataset/crema-d/AudioWAV/1080_ITS_FEA_XX.wav,augmented_pitch\1080_ITS_FEA_XX_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/08324.wav,augmented_pitch\08324_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/05838.wav,augmented_pitch\05838_pitch.wav,Question
../dataset/meld/train/dia35_utt0.mp4,augmented_pitch\dia35_utt0_pitch.wav,Surprise
../dataset/meld/train/dia151_utt2.mp4,augmented_pitch\dia151_utt2_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/09273.wav,augmented_pitch\09273_pitch.wav,Question
../dataset/crema-d/AudioWAV/1060_MTI_SAD_XX.wav,augmented_pitch\1060_MTI_SAD_XX_pitch.wav,Sad
../dataset/esd/0011/Angry/0011_000602.wav,augmented_pitch\0011_000602_pitch.wav,Anger
../dataset/esd/0016/Surprise/0016_001448.wav,augmented_pitch\0016_001448_pitch.wav,Surprise
../dataset/esd/0017/Angry/0017_000584.wav,augmented_pitch\0017_000584_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1033_ITH_ANG_XX.wav,augmented_pitch\1033_ITH_ANG_XX_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1018_TIE_SAD_XX.wav,augmented_pitch\1018_TIE_SAD_XX_pitch.wav,Sad
../dataset/esd/0013/Neutral/0013_000228.wav,augmented_pitch\0013_000228_pitch.wav,Neutral
../dataset/esd/0016/Sad/0016_001296.wav,augmented_pitch\0016_001296_pitch.wav,Sad
../dataset/meld/train/dia604_utt3.mp4,augmented_pitch\dia604_utt3_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/25328.wav,augmented_pitch\25328_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/32562.wav,augmented_pitch\32562_pitch.wav,Neutral
../dataset/meld/train/dia359_utt0.mp4,augmented_pitch\dia359_utt0_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/21512.wav,augmented_pitch\21512_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/28626.wav,augmented_pitch\28626_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/14811.wav,augmented_pitch\14811_pitch.wav,Neutral
../dataset/meld/train/dia226_utt1.mp4,augmented_pitch\dia226_utt1_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/32052.wav,augmented_pitch\32052_pitch.wav,Happy
../dataset/esd/0013/Happy/0013_000775.wav,augmented_pitch\0013_000775_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/21992.wav,augmented_pitch\21992_pitch.wav,Question
../dataset/esd/0011/Surprise/0011_001604.wav,augmented_pitch\0011_001604_pitch.wav,Surprise
../dataset/meld/train/dia138_utt9.mp4,augmented_pitch\dia138_utt9_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/06710.wav,augmented_pitch\06710_pitch.wav,Happy
../dataset/tess/OAF_angry/OAF_cab_angry.wav,augmented_pitch\OAF_cab_angry_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/18252.wav,augmented_pitch\18252_pitch.wav,Happy
../dataset/esd/0017/Sad/0017_001280.wav,augmented_pitch\0017_001280_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1010_IWL_DIS_XX.wav,augmented_pitch\1010_IWL_DIS_XX_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/43885.wav,augmented_pitch\43885_pitch.wav,Question
../dataset/esd/0012/Sad/0012_001263.wav,augmented_pitch\0012_001263_pitch.wav,Sad
../dataset/esd/0017/Sad/0017_001111.wav,augmented_pitch\0017_001111_pitch.wav,Sad
../dataset/esd/0013/Sad/0013_001216.wav,augmented_pitch\0013_001216_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/30838.wav,augmented_pitch\30838_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/08644.wav,augmented_pitch\08644_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1060_ITH_NEU_XX.wav,augmented_pitch\1060_ITH_NEU_XX_pitch.wav,Neutral
../dataset/meld/train/dia153_utt9.mp4,augmented_pitch\dia153_utt9_pitch.wav,Neutral
../dataset/meld/train/dia740_utt4.mp4,augmented_pitch\dia740_utt4_pitch.wav,Surprise
../dataset/esd/0020/Neutral/0020_000284.wav,augmented_pitch\0020_000284_pitch.wav,Neutral
../dataset/esd/0012/Sad/0012_001083.wav,augmented_pitch\0012_001083_pitch.wav,Sad
../dataset/esd/0013/Surprise/0013_001448.wav,augmented_pitch\0013_001448_pitch.wav,Surprise
../dataset/crema-d/AudioWAV/1011_IEO_ANG_MD.wav,augmented_pitch\1011_IEO_ANG_MD_pitch.wav,Anger
../dataset/esd/0011/Sad/0011_001391.wav,augmented_pitch\0011_001391_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/23410.wav,augmented_pitch\23410_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/19301.wav,augmented_pitch\19301_pitch.wav,Happy
../dataset/esd/0017/Happy/0017_000944.wav,augmented_pitch\0017_000944_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/16579.wav,augmented_pitch\16579_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/19854.wav,augmented_pitch\19854_pitch.wav,Question
../dataset/meld/train/dia563_utt5.mp4,augmented_pitch\dia563_utt5_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/31293.wav,augmented_pitch\31293_pitch.wav,Neutral
../dataset/esd/0014/Angry/0014_000506.wav,augmented_pitch\0014_000506_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/08365.wav,augmented_pitch\08365_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/18996.wav,augmented_pitch\18996_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1065_ITS_DIS_XX.wav,augmented_pitch\1065_ITS_DIS_XX_pitch.wav,Disgust
../dataset/meld/train/dia158_utt4.mp4,augmented_pitch\dia158_utt4_pitch.wav,Surprise
../dataset/esd/0018/Neutral/0018_000044.wav,augmented_pitch\0018_000044_pitch.wav,Neutral
../dataset/esd/0013/Neutral/0013_000254.wav,augmented_pitch\0013_000254_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14569.wav,augmented_pitch\14569_pitch.wav,Happy
../dataset/meld/train/dia132_utt4.mp4,augmented_pitch\dia132_utt4_pitch.wav,Sad
../dataset/tess/OAF_disgust/OAF_soup_disgust.wav,augmented_pitch\OAF_soup_disgust_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/31404.wav,augmented_pitch\31404_pitch.wav,Happy
../dataset/esd/0018/Sad/0018_001163.wav,augmented_pitch\0018_001163_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/45745.wav,augmented_pitch\45745_pitch.wav,Question
../dataset/esd/0017/Happy/0017_000738.wav,augmented_pitch\0017_000738_pitch.wav,Happy
../dataset/tess/YAF_fear/YAF_calm_fear.wav,augmented_pitch\YAF_calm_fear_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/27781.wav,augmented_pitch\27781_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/05715.wav,augmented_pitch\05715_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/37401.wav,augmented_pitch\37401_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1010_IEO_HAP_HI.wav,augmented_pitch\1010_IEO_HAP_HI_pitch.wav,Happy
../dataset/esd/0014/Surprise/0014_001641.wav,augmented_pitch\0014_001641_pitch.wav,Surprise
../dataset/esd/0017/Angry/0017_000460.wav,augmented_pitch\0017_000460_pitch.wav,Anger
../dataset/esd/0011/Neutral/0011_000228.wav,augmented_pitch\0011_000228_pitch.wav,Neutral
../dataset/esd/0011/Happy/0011_000768.wav,augmented_pitch\0011_000768_pitch.wav,Happy
../dataset/esd/0017/Neutral/0017_000084.wav,augmented_pitch\0017_000084_pitch.wav,Neutral
../dataset/esd/0011/Angry/0011_000445.wav,augmented_pitch\0011_000445_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/15540.wav,augmented_pitch\15540_pitch.wav,Bored
../dataset/crema-d/AudioWAV/1022_DFA_ANG_XX.wav,augmented_pitch\1022_DFA_ANG_XX_pitch.wav,Anger
../dataset/esd/0018/Sad/0018_001126.wav,augmented_pitch\0018_001126_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1061_IWW_FEA_XX.wav,augmented_pitch\1061_IWW_FEA_XX_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/07180.wav,augmented_pitch\07180_pitch.wav,Neutral
../dataset/esd/0013/Neutral/0013_000119.wav,augmented_pitch\0013_000119_pitch.wav,Neutral
../dataset/meld/train/dia372_utt3.mp4,augmented_pitch\dia372_utt3_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/29517.wav,augmented_pitch\29517_pitch.wav,Question
../dataset/esd/0014/Sad/0014_001341.wav,augmented_pitch\0014_001341_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/31756.wav,augmented_pitch\31756_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/28644.wav,augmented_pitch\28644_pitch.wav,Question
../dataset/crema-d/AudioWAV/1050_IEO_SAD_LO.wav,augmented_pitch\1050_IEO_SAD_LO_pitch.wav,Sad
../dataset/esd/0020/Surprise/0020_001575.wav,augmented_pitch\0020_001575_pitch.wav,Surprise
../dataset/esd/0018/Happy/0018_000787.wav,augmented_pitch\0018_000787_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/43066.wav,augmented_pitch\43066_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/31304.wav,augmented_pitch\31304_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/39046.wav,augmented_pitch\39046_pitch.wav,Happy
../dataset/esd/0017/Angry/0017_000651.wav,augmented_pitch\0017_000651_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/23622.wav,augmented_pitch\23622_pitch.wav,Neutral
../dataset/esd/0012/Angry/0012_000434.wav,augmented_pitch\0012_000434_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1005_IOM_DIS_XX.wav,augmented_pitch\1005_IOM_DIS_XX_pitch.wav,Disgust
../dataset/esd/0017/Neutral/0017_000320.wav,augmented_pitch\0017_000320_pitch.wav,Neutral
../dataset/esd/0011/Angry/0011_000503.wav,augmented_pitch\0011_000503_pitch.wav,Anger
../dataset/esd/0012/Angry/0012_000543.wav,augmented_pitch\0012_000543_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/43814.wav,augmented_pitch\43814_pitch.wav,Bored
../dataset/esd/0011/Neutral/0011_000252.wav,augmented_pitch\0011_000252_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/13264.wav,augmented_pitch\13264_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1001_MTI_SAD_XX.wav,augmented_pitch\1001_MTI_SAD_XX_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1034_IEO_ANG_HI.wav,augmented_pitch\1034_IEO_ANG_HI_pitch.wav,Anger
../dataset/esd/0019/Surprise/0019_001618.wav,augmented_pitch\0019_001618_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/02047.wav,augmented_pitch\02047_pitch.wav,Happy
../dataset/meld/train/dia976_utt4.mp4,augmented_pitch\dia976_utt4_pitch.wav,Neutral
../dataset/tess/OAF_happy/OAF_deep_happy.wav,augmented_pitch\OAF_deep_happy_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/03626.wav,augmented_pitch\03626_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1057_IWW_NEU_XX.wav,augmented_pitch\1057_IWW_NEU_XX_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/15245.wav,augmented_pitch\15245_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/22958.wav,augmented_pitch\22958_pitch.wav,Bored
../dataset/esd/0011/Happy/0011_000921.wav,augmented_pitch\0011_000921_pitch.wav,Happy
../dataset/esd/0018/Angry/0018_000449.wav,augmented_pitch\0018_000449_pitch.wav,Anger
../dataset/esd/0016/Sad/0016_001089.wav,augmented_pitch\0016_001089_pitch.wav,Sad
../dataset/esd/0011/Happy/0011_000991.wav,augmented_pitch\0011_000991_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/46242.wav,augmented_pitch\46242_pitch.wav,Question
../dataset/esd/0013/Angry/0013_000662.wav,augmented_pitch\0013_000662_pitch.wav,Anger
../dataset/esd/0017/Surprise/0017_001611.wav,augmented_pitch\0017_001611_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/14063.wav,augmented_pitch\14063_pitch.wav,Bored
../dataset/esd/0016/Neutral/0016_000186.wav,augmented_pitch\0016_000186_pitch.wav,Neutral
../dataset/esd/0019/Neutral/0019_000072.wav,augmented_pitch\0019_000072_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/03089.wav,augmented_pitch\03089_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/07975.wav,augmented_pitch\07975_pitch.wav,Happy
../dataset/esd/0018/Surprise/0018_001608.wav,augmented_pitch\0018_001608_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/45675.wav,augmented_pitch\45675_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/38720.wav,augmented_pitch\38720_pitch.wav,Question
../dataset/esd/0016/Sad/0016_001282.wav,augmented_pitch\0016_001282_pitch.wav,Sad
../dataset/meld/train/dia474_utt3.mp4,augmented_pitch\dia474_utt3_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/19418.wav,augmented_pitch\19418_pitch.wav,Bored
../dataset/savee/KL_d09.wav,augmented_pitch\KL_d09_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/40468.wav,augmented_pitch\40468_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/10829.wav,augmented_pitch\10829_pitch.wav,Question
../dataset/meld/train/dia526_utt1.mp4,augmented_pitch\dia526_utt1_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/11628.wav,augmented_pitch\11628_pitch.wav,Happy
../dataset/tess/YAF_angry/YAF_pearl_angry.wav,augmented_pitch\YAF_pearl_angry_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/04659.wav,augmented_pitch\04659_pitch.wav,Bored
../dataset/tess/OAF_Pleasant_surprise/OAF_keg_ps.wav,augmented_pitch\OAF_keg_ps_pitch.wav,Surprise
../dataset/meld/train/dia441_utt6.mp4,augmented_pitch\dia441_utt6_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/26746.wav,augmented_pitch\26746_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1028_ITS_SAD_XX.wav,augmented_pitch\1028_ITS_SAD_XX_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/09055.wav,augmented_pitch\09055_pitch.wav,Bored
../dataset/crema-d/AudioWAV/1016_ITS_NEU_XX.wav,augmented_pitch\1016_ITS_NEU_XX_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/02806.wav,augmented_pitch\02806_pitch.wav,Question
../dataset/meld/train/dia867_utt6.mp4,augmented_pitch\dia867_utt6_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1041_DFA_DIS_XX.wav,augmented_pitch\1041_DFA_DIS_XX_pitch.wav,Disgust
../dataset/ravdess/Actor_20/03-01-07-01-01-02-20.wav,augmented_pitch\03-01-07-01-01-02-20_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/22006.wav,augmented_pitch\22006_pitch.wav,Bored
../dataset/meld/train/dia650_utt3.mp4,augmented_pitch\dia650_utt3_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/38698.wav,augmented_pitch\38698_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/09504.wav,augmented_pitch\09504_pitch.wav,Happy
../dataset/meld/train/dia160_utt11.mp4,augmented_pitch\dia160_utt11_pitch.wav,Neutral
../dataset/esd/0015/Sad/0015_001191.wav,augmented_pitch\0015_001191_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/42320.wav,augmented_pitch\42320_pitch.wav,Happy
../dataset/meld/train/dia402_utt1.mp4,augmented_pitch\dia402_utt1_pitch.wav,Neutral
../dataset/tess/YAF_happy/YAF_thin_happy.wav,augmented_pitch\YAF_thin_happy_pitch.wav,Happy
../dataset/esd/0020/Surprise/0020_001590.wav,augmented_pitch\0020_001590_pitch.wav,Surprise
../dataset/esd/0017/Angry/0017_000353.wav,augmented_pitch\0017_000353_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/39800.wav,augmented_pitch\39800_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/28294.wav,augmented_pitch\28294_pitch.wav,Happy
../dataset/meld/train/dia552_utt0.mp4,augmented_pitch\dia552_utt0_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/47055.wav,augmented_pitch\47055_pitch.wav,Happy
../dataset/esd/0018/Neutral/0018_000160.wav,augmented_pitch\0018_000160_pitch.wav,Neutral
../dataset/meld/train/dia318_utt1.mp4,augmented_pitch\dia318_utt1_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/03526.wav,augmented_pitch\03526_pitch.wav,Bored
../dataset/esd/0019/Surprise/0019_001482.wav,augmented_pitch\0019_001482_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/25910.wav,augmented_pitch\25910_pitch.wav,Question
../dataset/meld/train/dia446_utt3.mp4,augmented_pitch\dia446_utt3_pitch.wav,Neutral
../dataset/esd/0017/Angry/0017_000675.wav,augmented_pitch\0017_000675_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1031_IWW_NEU_XX.wav,augmented_pitch\1031_IWW_NEU_XX_pitch.wav,Neutral
../dataset/esd/0013/Surprise/0013_001588.wav,augmented_pitch\0013_001588_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/02745.wav,augmented_pitch\02745_pitch.wav,Bored
../dataset/tess/OAF_Sad/OAF_fall_sad.wav,augmented_pitch\OAF_fall_sad_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/19987.wav,augmented_pitch\19987_pitch.wav,Question
../dataset/meld/train/dia361_utt4.mp4,augmented_pitch\dia361_utt4_pitch.wav,Neutral
../dataset/esd/0012/Angry/0012_000386.wav,augmented_pitch\0012_000386_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1074_IWW_ANG_XX.wav,augmented_pitch\1074_IWW_ANG_XX_pitch.wav,Anger
../dataset/esd/0019/Angry/0019_000586.wav,augmented_pitch\0019_000586_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/23886.wav,augmented_pitch\23886_pitch.wav,Question
../dataset/meld/train/dia177_utt10.mp4,augmented_pitch\dia177_utt10_pitch.wav,Neutral
../dataset/esd/0012/Happy/0012_000980.wav,augmented_pitch\0012_000980_pitch.wav,Happy
../dataset/tess/OAF_Sad/OAF_south_sad.wav,augmented_pitch\OAF_south_sad_pitch.wav,Sad
