Filepath,Timepath,Emotion
../dataset/esd/0015/Angry/0015_000377.wav,augmented_time\0015_000377_time.wav,Anger
../dataset/crema-d/AudioWAV/1037_IWL_ANG_XX.wav,augmented_time\1037_IWL_ANG_XX_time.wav,Anger
../dataset/esd/0018/Neutral/0018_000020.wav,augmented_time\0018_000020_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/04413.wav,augmented_time\04413_time.wav,Happy
../dataset/esd/0019/Sad/0019_001193.wav,augmented_time\0019_001193_time.wav,Sad
../dataset/esd/0012/Angry/0012_000353.wav,augmented_time\0012_000353_time.wav,Anger
../dataset/esd/0020/Surprise/0020_001649.wav,augmented_time\0020_001649_time.wav,Surprise
../dataset/tess/YAF_sad/YAF_young_sad.wav,augmented_time\YAF_young_sad_time.wav,Sad
../dataset/mlend/MLEndSND_Public/27993.wav,augmented_time\27993_time.wav,Question
../dataset/esd/0017/Neutral/0017_000160.wav,augmented_time\0017_000160_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/17298.wav,augmented_time\17298_time.wav,Happy
../dataset/mlend/MLEndSND_Public/20514.wav,augmented_time\20514_time.wav,Happy
../dataset/mlend/MLEndSND_Public/29217.wav,augmented_time\29217_time.wav,Bored
../dataset/esd/0011/Sad/0011_001323.wav,augmented_time\0011_001323_time.wav,Sad
../dataset/crema-d/AudioWAV/1073_TAI_SAD_XX.wav,augmented_time\1073_TAI_SAD_XX_time.wav,Sad
../dataset/esd/0018/Happy/0018_000783.wav,augmented_time\0018_000783_time.wav,Happy
../dataset/esd/0018/Angry/0018_000385.wav,augmented_time\0018_000385_time.wav,Anger
../dataset/esd/0012/Happy/0012_001032.wav,augmented_time\0012_001032_time.wav,Happy
../dataset/mlend/MLEndSND_Public/32805.wav,augmented_time\32805_time.wav,Bored
../dataset/mlend/MLEndSND_Public/38847.wav,augmented_time\38847_time.wav,Neutral
../dataset/esd/0011/Angry/0011_000541.wav,augmented_time\0011_000541_time.wav,Anger
../dataset/crema-d/AudioWAV/1067_IWL_NEU_XX.wav,augmented_time\1067_IWL_NEU_XX_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/30261.wav,augmented_time\30261_time.wav,Happy
../dataset/mlend/MLEndSND_Public/29714.wav,augmented_time\29714_time.wav,Happy
../dataset/meld/train/dia468_utt8.mp4,augmented_time\dia468_utt8_time.wav,Happy
../dataset/esd/0018/Angry/0018_000464.wav,augmented_time\0018_000464_time.wav,Anger
../dataset/esd/0018/Sad/0018_001080.wav,augmented_time\0018_001080_time.wav,Sad
../dataset/ravdess/Actor_04/03-01-03-02-02-01-04.wav,augmented_time\03-01-03-02-02-01-04_time.wav,Happy
../dataset/crema-d/AudioWAV/1083_TSI_ANG_XX.wav,augmented_time\1083_TSI_ANG_XX_time.wav,Anger
../dataset/crema-d/AudioWAV/1073_WSI_FEA_XX.wav,augmented_time\1073_WSI_FEA_XX_time.wav,Fear
../dataset/mlend/MLEndSND_Public/13142.wav,augmented_time\13142_time.wav,Neutral
../dataset/crema-d/AudioWAV/1041_TIE_SAD_XX.wav,augmented_time\1041_TIE_SAD_XX_time.wav,Sad
../dataset/mlend/MLEndSND_Public/12793.wav,augmented_time\12793_time.wav,Neutral
../dataset/meld/train/dia915_utt3.mp4,augmented_time\dia915_utt3_time.wav,Fear
../dataset/tess/OAF_Fear/OAF_hit_fear.wav,augmented_time\OAF_hit_fear_time.wav,Fear
../dataset/mlend/MLEndSND_Public/24659.wav,augmented_time\24659_time.wav,Happy
../dataset/mlend/MLEndSND_Public/17436.wav,augmented_time\17436_time.wav,Question
../dataset/mlend/MLEndSND_Public/14946.wav,augmented_time\14946_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/10849.wav,augmented_time\10849_time.wav,Neutral
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_neutral_12b_2.wav,augmented_time\female2_neutral_12b_2_time.wav,Neutral
../dataset/meld/train/dia749_utt5.mp4,augmented_time\dia749_utt5_time.wav,Happy
../dataset/mlend/MLEndSND_Public/02437.wav,augmented_time\02437_time.wav,Happy
../dataset/esd/0011/Happy/0011_000964.wav,augmented_time\0011_000964_time.wav,Happy
../dataset/mlend/MLEndSND_Public/12346.wav,augmented_time\12346_time.wav,Question
../dataset/crema-d/AudioWAV/1043_IEO_DIS_LO.wav,augmented_time\1043_IEO_DIS_LO_time.wav,Disgust
../dataset/mlend/MLEndSND_Public/28340.wav,augmented_time\28340_time.wav,Neutral
../dataset/tess/YAF_fear/YAF_rat_fear.wav,augmented_time\YAF_rat_fear_time.wav,Fear
../dataset/mlend/MLEndSND_Public/15753.wav,augmented_time\15753_time.wav,Neutral
../dataset/esd/0019/Surprise/0019_001494.wav,augmented_time\0019_001494_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/29173.wav,augmented_time\29173_time.wav,Bored
../dataset/esd/0015/Sad/0015_001394.wav,augmented_time\0015_001394_time.wav,Sad
../dataset/mlend/MLEndSND_Public/27160.wav,augmented_time\27160_time.wav,Neutral
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_neutral_7b_1.wav,augmented_time\male2_neutral_7b_1_time.wav,Neutral
../dataset/esd/0019/Surprise/0019_001430.wav,augmented_time\0019_001430_time.wav,Surprise
../dataset/tess/YAF_fear/YAF_make_fear.wav,augmented_time\YAF_make_fear_time.wav,Fear
../dataset/mlend/MLEndSND_Public/28591.wav,augmented_time\28591_time.wav,Happy
../dataset/mlend/MLEndSND_Public/15371.wav,augmented_time\15371_time.wav,Question
../dataset/mlend/MLEndSND_Public/31365.wav,augmented_time\31365_time.wav,Question
../dataset/mlend/MLEndSND_Public/14442.wav,augmented_time\14442_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/44900.wav,augmented_time\44900_time.wav,Question
../dataset/mlend/MLEndSND_Public/41182.wav,augmented_time\41182_time.wav,Bored
../dataset/esd/0016/Happy/0016_000710.wav,augmented_time\0016_000710_time.wav,Happy
../dataset/meld/train/dia867_utt3.mp4,augmented_time\dia867_utt3_time.wav,Anger
../dataset/esd/0012/Sad/0012_001061.wav,augmented_time\0012_001061_time.wav,Sad
../dataset/crema-d/AudioWAV/1046_ITS_SAD_XX.wav,augmented_time\1046_ITS_SAD_XX_time.wav,Sad
../dataset/esd/0013/Neutral/0013_000145.wav,augmented_time\0013_000145_time.wav,Neutral
../dataset/meld/train/dia201_utt0.mp4,augmented_time\dia201_utt0_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/41823.wav,augmented_time\41823_time.wav,Bored
../dataset/mlend/MLEndSND_Public/19342.wav,augmented_time\19342_time.wav,Neutral
../dataset/esd/0017/Angry/0017_000531.wav,augmented_time\0017_000531_time.wav,Anger
../dataset/mlend/MLEndSND_Public/31026.wav,augmented_time\31026_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/16849.wav,augmented_time\16849_time.wav,Question
../dataset/crema-d/AudioWAV/1012_TAI_SAD_XX.wav,augmented_time\1012_TAI_SAD_XX_time.wav,Sad
../dataset/esd/0019/Angry/0019_000521.wav,augmented_time\0019_000521_time.wav,Anger
../dataset/meld/train/dia830_utt5.mp4,augmented_time\dia830_utt5_time.wav,Happy
../dataset/mlend/MLEndSND_Public/28066.wav,augmented_time\28066_time.wav,Question
../dataset/esd/0020/Sad/0020_001224.wav,augmented_time\0020_001224_time.wav,Sad
../dataset/crema-d/AudioWAV/1051_IOM_ANG_XX.wav,augmented_time\1051_IOM_ANG_XX_time.wav,Anger
../dataset/mlend/MLEndSND_Public/16929.wav,augmented_time\16929_time.wav,Question
../dataset/meld/train/dia122_utt12.mp4,augmented_time\dia122_utt12_time.wav,Disgust
../dataset/esd/0018/Surprise/0018_001506.wav,augmented_time\0018_001506_time.wav,Surprise
../dataset/esd/0015/Sad/0015_001087.wav,augmented_time\0015_001087_time.wav,Sad
../dataset/mlend/MLEndSND_Public/28863.wav,augmented_time\28863_time.wav,Question
../dataset/esd/0019/Happy/0019_000862.wav,augmented_time\0019_000862_time.wav,Happy
../dataset/esd/0018/Neutral/0018_000319.wav,augmented_time\0018_000319_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/15420.wav,augmented_time\15420_time.wav,Bored
../dataset/mlend/MLEndSND_Public/04867.wav,augmented_time\04867_time.wav,Happy
../dataset/meld/train/dia729_utt1.mp4,augmented_time\dia729_utt1_time.wav,Happy
../dataset/meld/train/dia667_utt5.mp4,augmented_time\dia667_utt5_time.wav,Neutral
../dataset/esd/0017/Sad/0017_001136.wav,augmented_time\0017_001136_time.wav,Sad
../dataset/mlend/MLEndSND_Public/26150.wav,augmented_time\26150_time.wav,Question
../dataset/esd/0019/Surprise/0019_001536.wav,augmented_time\0019_001536_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/39809.wav,augmented_time\39809_time.wav,Happy
../dataset/savee/KL_n23.wav,augmented_time\KL_n23_time.wav,Neutral
../dataset/meld/train/dia264_utt11.mp4,augmented_time\dia264_utt11_time.wav,Neutral
../dataset/esd/0020/Angry/0020_000659.wav,augmented_time\0020_000659_time.wav,Anger
../dataset/esd/0012/Happy/0012_000720.wav,augmented_time\0012_000720_time.wav,Happy
../dataset/mlend/MLEndSND_Public/24412.wav,augmented_time\24412_time.wav,Bored
../dataset/mlend/MLEndSND_Public/21634.wav,augmented_time\21634_time.wav,Happy
../dataset/esd/0018/Happy/0018_000831.wav,augmented_time\0018_000831_time.wav,Happy
../dataset/meld/train/dia509_utt6.mp4,augmented_time\dia509_utt6_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/29532.wav,augmented_time\29532_time.wav,Question
../dataset/esd/0018/Happy/0018_000917.wav,augmented_time\0018_000917_time.wav,Happy
../dataset/mlend/MLEndSND_Public/10540.wav,augmented_time\10540_time.wav,Bored
../dataset/mlend/MLEndSND_Public/16638.wav,augmented_time\16638_time.wav,Bored
../dataset/mlend/MLEndSND_Public/11243.wav,augmented_time\11243_time.wav,Question
../dataset/mlend/MLEndSND_Public/30353.wav,augmented_time\30353_time.wav,Question
../dataset/mlend/MLEndSND_Public/19681.wav,augmented_time\19681_time.wav,Bored
../dataset/mlend/MLEndSND_Public/41345.wav,augmented_time\41345_time.wav,Bored
../dataset/tess/OAF_disgust/OAF_jail_disgust.wav,augmented_time\OAF_jail_disgust_time.wav,Disgust
../dataset/tess/YAF_neutral/YAF_rose_neutral.wav,augmented_time\YAF_rose_neutral_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/37584.wav,augmented_time\37584_time.wav,Happy
../dataset/tess/OAF_angry/OAF_date_angry.wav,augmented_time\OAF_date_angry_time.wav,Anger
../dataset/mlend/MLEndSND_Public/16336.wav,augmented_time\16336_time.wav,Happy
../dataset/esd/0016/Angry/0016_000442.wav,augmented_time\0016_000442_time.wav,Anger
../dataset/esd/0018/Neutral/0018_000184.wav,augmented_time\0018_000184_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/02912.wav,augmented_time\02912_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/36172.wav,augmented_time\36172_time.wav,Question
../dataset/mlend/MLEndSND_Public/41828.wav,augmented_time\41828_time.wav,Happy
../dataset/meld/train/dia793_utt8.mp4,augmented_time\dia793_utt8_time.wav,Happy
../dataset/esd/0016/Surprise/0016_001565.wav,augmented_time\0016_001565_time.wav,Surprise
../dataset/meld/train/dia428_utt4.mp4,augmented_time\dia428_utt4_time.wav,Anger
../dataset/mlend/MLEndSND_Public/17852.wav,augmented_time\17852_time.wav,Neutral
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male1_happy_3b_1.wav,augmented_time\male1_happy_3b_1_time.wav,Happy
../dataset/mlend/MLEndSND_Public/24308.wav,augmented_time\24308_time.wav,Question
../dataset/crema-d/AudioWAV/1041_TSI_NEU_XX.wav,augmented_time\1041_TSI_NEU_XX_time.wav,Neutral
../dataset/meld/train/dia518_utt6.mp4,augmented_time\dia518_utt6_time.wav,Neutral
../dataset/esd/0014/Sad/0014_001064.wav,augmented_time\0014_001064_time.wav,Sad
../dataset/crema-d/AudioWAV/1060_IEO_HAP_LO.wav,augmented_time\1060_IEO_HAP_LO_time.wav,Happy
../dataset/esd/0015/Angry/0015_000470.wav,augmented_time\0015_000470_time.wav,Anger
../dataset/mlend/MLEndSND_Public/15370.wav,augmented_time\15370_time.wav,Question
../dataset/crema-d/AudioWAV/1028_ITH_ANG_XX.wav,augmented_time\1028_ITH_ANG_XX_time.wav,Anger
../dataset/meld/train/dia137_utt5.mp4,augmented_time\dia137_utt5_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/27727.wav,augmented_time\27727_time.wav,Happy
../dataset/esd/0013/Neutral/0013_000279.wav,augmented_time\0013_000279_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/15841.wav,augmented_time\15841_time.wav,Bored
../dataset/mlend/MLEndSND_Public/26849.wav,augmented_time\26849_time.wav,Happy
../dataset/esd/0017/Happy/0017_000880.wav,augmented_time\0017_000880_time.wav,Happy
../dataset/tess/YAF_sad/YAF_yes_sad.wav,augmented_time\YAF_yes_sad_time.wav,Sad
../dataset/mlend/MLEndSND_Public/18852.wav,augmented_time\18852_time.wav,Bored
../dataset/esd/0017/Angry/0017_000496.wav,augmented_time\0017_000496_time.wav,Anger
../dataset/esd/0017/Neutral/0017_000350.wav,augmented_time\0017_000350_time.wav,Neutral
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_sad_15a_1.wav,augmented_time\female2_sad_15a_1_time.wav,Sad
../dataset/esd/0019/Neutral/0019_000185.wav,augmented_time\0019_000185_time.wav,Neutral
../dataset/esd/0019/Sad/0019_001166.wav,augmented_time\0019_001166_time.wav,Sad
../dataset/mlend/MLEndSND_Public/13643.wav,augmented_time\13643_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/01815.wav,augmented_time\01815_time.wav,Bored
../dataset/esd/0011/Happy/0011_000844.wav,augmented_time\0011_000844_time.wav,Happy
../dataset/mlend/MLEndSND_Public/21043.wav,augmented_time\21043_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/00347.wav,augmented_time\00347_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/28795.wav,augmented_time\28795_time.wav,Happy
../dataset/meld/train/dia187_utt1.mp4,augmented_time\dia187_utt1_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/14377.wav,augmented_time\14377_time.wav,Neutral
../dataset/esd/0018/Surprise/0018_001480.wav,augmented_time\0018_001480_time.wav,Surprise
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male1_neutral_13b_2.wav,augmented_time\male1_neutral_13b_2_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/42902.wav,augmented_time\42902_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/42729.wav,augmented_time\42729_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/12852.wav,augmented_time\12852_time.wav,Neutral
../dataset/meld/train/dia141_utt6.mp4,augmented_time\dia141_utt6_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/44816.wav,augmented_time\44816_time.wav,Happy
../dataset/esd/0012/Happy/0012_000972.wav,augmented_time\0012_000972_time.wav,Happy
../dataset/esd/0017/Neutral/0017_000245.wav,augmented_time\0017_000245_time.wav,Neutral
../dataset/meld/train/dia457_utt6.mp4,augmented_time\dia457_utt6_time.wav,Happy
../dataset/esd/0011/Sad/0011_001207.wav,augmented_time\0011_001207_time.wav,Sad
../dataset/crema-d/AudioWAV/1043_ITS_FEA_XX.wav,augmented_time\1043_ITS_FEA_XX_time.wav,Fear
../dataset/esd/0015/Neutral/0015_000211.wav,augmented_time\0015_000211_time.wav,Neutral
../dataset/tess/YAF_fear/YAF_pool_fear.wav,augmented_time\YAF_pool_fear_time.wav,Fear
../dataset/mlend/MLEndSND_Public/31063.wav,augmented_time\31063_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/15798.wav,augmented_time\15798_time.wav,Happy
../dataset/esd/0019/Happy/0019_000984.wav,augmented_time\0019_000984_time.wav,Happy
../dataset/esd/0018/Angry/0018_000500.wav,augmented_time\0018_000500_time.wav,Anger
../dataset/tess/YAF_neutral/YAF_five_neutral.wav,augmented_time\YAF_five_neutral_time.wav,Neutral
../dataset/meld/train/dia459_utt2.mp4,augmented_time\dia459_utt2_time.wav,Happy
../dataset/esd/0016/Angry/0016_000485.wav,augmented_time\0016_000485_time.wav,Anger
../dataset/esd/0014/Neutral/0014_000122.wav,augmented_time\0014_000122_time.wav,Neutral
../dataset/esd/0011/Happy/0011_000979.wav,augmented_time\0011_000979_time.wav,Happy
../dataset/tess/YAF_pleasant_surprised/YAF_turn_ps.wav,augmented_time\YAF_turn_ps_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/15306.wav,augmented_time\15306_time.wav,Bored
../dataset/crema-d/AudioWAV/1071_IEO_DIS_LO.wav,augmented_time\1071_IEO_DIS_LO_time.wav,Disgust
../dataset/mlend/MLEndSND_Public/14295.wav,augmented_time\14295_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/34303.wav,augmented_time\34303_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/08051.wav,augmented_time\08051_time.wav,Happy
../dataset/ravdess/Actor_09/03-01-03-01-01-01-09.wav,augmented_time\03-01-03-01-01-01-09_time.wav,Happy
../dataset/meld/train/dia898_utt3.mp4,augmented_time\dia898_utt3_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/27449.wav,augmented_time\27449_time.wav,Question
../dataset/esd/0017/Neutral/0017_000041.wav,augmented_time\0017_000041_time.wav,Neutral
../dataset/crema-d/AudioWAV/1030_IOM_NEU_XX.wav,augmented_time\1030_IOM_NEU_XX_time.wav,Neutral
../dataset/crema-d/AudioWAV/1013_DFA_SAD_XX.wav,augmented_time\1013_DFA_SAD_XX_time.wav,Sad
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_sad_10b_1.wav,augmented_time\female2_sad_10b_1_time.wav,Sad
../dataset/mlend/MLEndSND_Public/08195.wav,augmented_time\08195_time.wav,Question
../dataset/mlend/MLEndSND_Public/43025.wav,augmented_time\43025_time.wav,Question
../dataset/esd/0013/Neutral/0013_000344.wav,augmented_time\0013_000344_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/28705.wav,augmented_time\28705_time.wav,Question
../dataset/mlend/MLEndSND_Public/10303.wav,augmented_time\10303_time.wav,Bored
../dataset/esd/0014/Surprise/0014_001541.wav,augmented_time\0014_001541_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/27413.wav,augmented_time\27413_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/40953.wav,augmented_time\40953_time.wav,Bored
../dataset/meld/train/dia295_utt21.mp4,augmented_time\dia295_utt21_time.wav,Anger
../dataset/mlend/MLEndSND_Public/08276.wav,augmented_time\08276_time.wav,Happy
../dataset/mlend/MLEndSND_Public/06069.wav,augmented_time\06069_time.wav,Happy
../dataset/crema-d/AudioWAV/1033_TIE_NEU_XX.wav,augmented_time\1033_TIE_NEU_XX_time.wav,Neutral
../dataset/meld/train/dia639_utt7.mp4,augmented_time\dia639_utt7_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/37189.wav,augmented_time\37189_time.wav,Question
../dataset/crema-d/AudioWAV/1085_IEO_HAP_LO.wav,augmented_time\1085_IEO_HAP_LO_time.wav,Happy
../dataset/esd/0018/Surprise/0018_001432.wav,augmented_time\0018_001432_time.wav,Surprise
../dataset/esd/0012/Angry/0012_000391.wav,augmented_time\0012_000391_time.wav,Anger
../dataset/tess/OAF_neutral/OAF_vote_neutral.wav,augmented_time\OAF_vote_neutral_time.wav,Neutral
../dataset/crema-d/AudioWAV/1079_IOM_HAP_XX.wav,augmented_time\1079_IOM_HAP_XX_time.wav,Happy
../dataset/mlend/MLEndSND_Public/13571.wav,augmented_time\13571_time.wav,Neutral
../dataset/ravdess/Actor_02/03-01-08-01-01-01-02.wav,augmented_time\03-01-08-01-01-01-02_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/05718.wav,augmented_time\05718_time.wav,Question
../dataset/esd/0015/Happy/0015_000997.wav,augmented_time\0015_000997_time.wav,Happy
../dataset/meld/train/dia545_utt9.mp4,augmented_time\dia545_utt9_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/12017.wav,augmented_time\12017_time.wav,Happy
../dataset/esd/0018/Sad/0018_001141.wav,augmented_time\0018_001141_time.wav,Sad
../dataset/esd/0015/Happy/0015_000808.wav,augmented_time\0015_000808_time.wav,Happy
../dataset/tess/YAF_disgust/YAF_dab_disgust.wav,augmented_time\YAF_dab_disgust_time.wav,Disgust
../dataset/tess/OAF_Pleasant_surprise/OAF_week_ps.wav,augmented_time\OAF_week_ps_time.wav,Surprise
../dataset/esd/0015/Sad/0015_001388.wav,augmented_time\0015_001388_time.wav,Sad
../dataset/mlend/MLEndSND_Public/12474.wav,augmented_time\12474_time.wav,Question
../dataset/esd/0014/Angry/0014_000355.wav,augmented_time\0014_000355_time.wav,Anger
../dataset/esd/0017/Surprise/0017_001681.wav,augmented_time\0017_001681_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/27823.wav,augmented_time\27823_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/39285.wav,augmented_time\39285_time.wav,Question
../dataset/mlend/MLEndSND_Public/24274.wav,augmented_time\24274_time.wav,Neutral
../dataset/esd/0016/Happy/0016_001000.wav,augmented_time\0016_001000_time.wav,Happy
../dataset/meld/train/dia393_utt0.mp4,augmented_time\dia393_utt0_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/40770.wav,augmented_time\40770_time.wav,Question
../dataset/mlend/MLEndSND_Public/37407.wav,augmented_time\37407_time.wav,Question
../dataset/mlend/MLEndSND_Public/20941.wav,augmented_time\20941_time.wav,Happy
../dataset/meld/train/dia541_utt8.mp4,augmented_time\dia541_utt8_time.wav,Happy
../dataset/esd/0018/Neutral/0018_000066.wav,augmented_time\0018_000066_time.wav,Neutral
../dataset/crema-d/AudioWAV/1032_IEO_FEA_MD.wav,augmented_time\1032_IEO_FEA_MD_time.wav,Fear
../dataset/esd/0018/Angry/0018_000486.wav,augmented_time\0018_000486_time.wav,Anger
../dataset/mlend/MLEndSND_Public/30224.wav,augmented_time\30224_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/00389.wav,augmented_time\00389_time.wav,Question
../dataset/mlend/MLEndSND_Public/40450.wav,augmented_time\40450_time.wav,Bored
../dataset/mlend/MLEndSND_Public/37119.wav,augmented_time\37119_time.wav,Question
../dataset/esd/0011/Angry/0011_000534.wav,augmented_time\0011_000534_time.wav,Anger
../dataset/crema-d/AudioWAV/1007_IWW_HAP_XX.wav,augmented_time\1007_IWW_HAP_XX_time.wav,Happy
../dataset/mlend/MLEndSND_Public/17847.wav,augmented_time\17847_time.wav,Question
../dataset/meld/train/dia471_utt4.mp4,augmented_time\dia471_utt4_time.wav,Happy
../dataset/mlend/MLEndSND_Public/07100.wav,augmented_time\07100_time.wav,Question
../dataset/ravdess/Actor_22/03-01-05-02-01-02-22.wav,augmented_time\03-01-05-02-01-02-22_time.wav,Anger
../dataset/meld/train/dia1010_utt3.mp4,augmented_time\dia1010_utt3_time.wav,Disgust
../dataset/tess/YAF_sad/YAF_home_sad.wav,augmented_time\YAF_home_sad_time.wav,Sad
../dataset/mlend/MLEndSND_Public/18888.wav,augmented_time\18888_time.wav,Happy
../dataset/crema-d/AudioWAV/1050_ITS_SAD_XX.wav,augmented_time\1050_ITS_SAD_XX_time.wav,Sad
../dataset/meld/train/dia1_utt0.mp4,augmented_time\dia1_utt0_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/31779.wav,augmented_time\31779_time.wav,Question
../dataset/mlend/MLEndSND_Public/35602.wav,augmented_time\35602_time.wav,Bored
../dataset/esd/0018/Angry/0018_000460.wav,augmented_time\0018_000460_time.wav,Anger
../dataset/esd/0011/Neutral/0011_000052.wav,augmented_time\0011_000052_time.wav,Neutral
../dataset/crema-d/AudioWAV/1090_ITH_HAP_XX.wav,augmented_time\1090_ITH_HAP_XX_time.wav,Happy
../dataset/esd/0019/Sad/0019_001238.wav,augmented_time\0019_001238_time.wav,Sad
../dataset/mlend/MLEndSND_Public/16262.wav,augmented_time\16262_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/43968.wav,augmented_time\43968_time.wav,Neutral
../dataset/crema-d/AudioWAV/1008_DFA_NEU_XX.wav,augmented_time\1008_DFA_NEU_XX_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/25937.wav,augmented_time\25937_time.wav,Neutral
../dataset/esd/0018/Neutral/0018_000096.wav,augmented_time\0018_000096_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/09494.wav,augmented_time\09494_time.wav,Bored
../dataset/meld/train/dia123_utt0.mp4,augmented_time\dia123_utt0_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/00350.wav,augmented_time\00350_time.wav,Neutral
../dataset/esd/0014/Neutral/0014_000019.wav,augmented_time\0014_000019_time.wav,Neutral
../dataset/crema-d/AudioWAV/1061_DFA_DIS_XX.wav,augmented_time\1061_DFA_DIS_XX_time.wav,Disgust
../dataset/mlend/MLEndSND_Public/11006.wav,augmented_time\11006_time.wav,Bored
../dataset/crema-d/AudioWAV/1074_MTI_HAP_XX.wav,augmented_time\1074_MTI_HAP_XX_time.wav,Happy
../dataset/mlend/MLEndSND_Public/12163.wav,augmented_time\12163_time.wav,Neutral
../dataset/tess/YAF_sad/YAF_jar_sad.wav,augmented_time\YAF_jar_sad_time.wav,Sad
../dataset/esd/0016/Angry/0016_000476.wav,augmented_time\0016_000476_time.wav,Anger
../dataset/esd/0019/Surprise/0019_001699.wav,augmented_time\0019_001699_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/03694.wav,augmented_time\03694_time.wav,Neutral
../dataset/crema-d/AudioWAV/1091_IEO_HAP_HI.wav,augmented_time\1091_IEO_HAP_HI_time.wav,Happy
../dataset/mlend/MLEndSND_Public/43950.wav,augmented_time\43950_time.wav,Bored
../dataset/esd/0019/Happy/0019_000882.wav,augmented_time\0019_000882_time.wav,Happy
../dataset/mlend/MLEndSND_Public/36937.wav,augmented_time\36937_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/42244.wav,augmented_time\42244_time.wav,Happy
../dataset/mlend/MLEndSND_Public/35692.wav,augmented_time\35692_time.wav,Question
../dataset/meld/train/dia980_utt0.mp4,augmented_time\dia980_utt0_time.wav,Neutral
../dataset/esd/0016/Surprise/0016_001529.wav,augmented_time\0016_001529_time.wav,Surprise
../dataset/tess/YAF_pleasant_surprised/YAF_wife_ps.wav,augmented_time\YAF_wife_ps_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/02304.wav,augmented_time\02304_time.wav,Neutral
../dataset/crema-d/AudioWAV/1026_IOM_ANG_XX.wav,augmented_time\1026_IOM_ANG_XX_time.wav,Anger
../dataset/mlend/MLEndSND_Public/28916.wav,augmented_time\28916_time.wav,Neutral
../dataset/esd/0020/Neutral/0020_000254.wav,augmented_time\0020_000254_time.wav,Neutral
../dataset/crema-d/AudioWAV/1070_TAI_SAD_XX.wav,augmented_time\1070_TAI_SAD_XX_time.wav,Sad
../dataset/esd/0019/Happy/0019_000925.wav,augmented_time\0019_000925_time.wav,Happy
../dataset/mlend/MLEndSND_Public/18498.wav,augmented_time\18498_time.wav,Question
../dataset/esd/0011/Neutral/0011_000277.wav,augmented_time\0011_000277_time.wav,Neutral
../dataset/meld/train/dia733_utt10.mp4,augmented_time\dia733_utt10_time.wav,Sad
../dataset/mlend/MLEndSND_Public/08130.wav,augmented_time\08130_time.wav,Happy
