Filepath,Noisepath,Emotion
../dataset/mlend/MLEndSND_Public/21537.wav,augmented_noise\21537_noise.wav,Question
../dataset/mlend/MLEndSND_Public/33761.wav,augmented_noise\33761_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/31689.wav,augmented_noise\31689_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/21421.wav,augmented_noise\21421_noise.wav,Bored
../dataset/esd/0012/Neutral/0012_000253.wav,augmented_noise\0012_000253_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/07893.wav,augmented_noise\07893_noise.wav,Bored
../dataset/esd/0011/Sad/0011_001255.wav,augmented_noise\0011_001255_noise.wav,Sad
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_happy_10b_1.wav,augmented_noise\female1_happy_10b_1_noise.wav,Happy
../dataset/savee/JE_sa03.wav,augmented_noise\JE_sa03_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/38703.wav,augmented_noise\38703_noise.wav,Question
../dataset/mlend/MLEndSND_Public/37418.wav,augmented_noise\37418_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/26857.wav,augmented_noise\26857_noise.wav,Neutral
../dataset/esd/0019/Surprise/0019_001586.wav,augmented_noise\0019_001586_noise.wav,Surprise
../dataset/tess/OAF_Fear/OAF_keep_fear.wav,augmented_noise\OAF_keep_fear_noise.wav,Fear
../dataset/mlend/MLEndSND_Public/10674.wav,augmented_noise\10674_noise.wav,Question
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_sad_12b_1.wav,augmented_noise\female1_sad_12b_1_noise.wav,Sad
../dataset/crema-d/AudioWAV/1007_IEO_SAD_HI.wav,augmented_noise\1007_IEO_SAD_HI_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/31666.wav,augmented_noise\31666_noise.wav,Question
../dataset/meld/train/dia640_utt14.mp4,augmented_noise\dia640_utt14_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1082_TAI_ANG_XX.wav,augmented_noise\1082_TAI_ANG_XX_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/33752.wav,augmented_noise\33752_noise.wav,Bored
../dataset/esd/0014/Happy/0014_000852.wav,augmented_noise\0014_000852_noise.wav,Happy
../dataset/meld/train/dia636_utt2.mp4,augmented_noise\dia636_utt2_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/30155.wav,augmented_noise\30155_noise.wav,Happy
../dataset/meld/train/dia259_utt3.mp4,augmented_noise\dia259_utt3_noise.wav,Anger
../dataset/esd/0018/Neutral/0018_000203.wav,augmented_noise\0018_000203_noise.wav,Neutral
../dataset/esd/0013/Angry/0013_000368.wav,augmented_noise\0013_000368_noise.wav,Anger
../dataset/esd/0020/Angry/0020_000384.wav,augmented_noise\0020_000384_noise.wav,Anger
../dataset/esd/0020/Neutral/0020_000334.wav,augmented_noise\0020_000334_noise.wav,Neutral
../dataset/tess/YAF_happy/YAF_nice_happy.wav,augmented_noise\YAF_nice_happy_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/37337.wav,augmented_noise\37337_noise.wav,Question
../dataset/crema-d/AudioWAV/1008_DFA_DIS_XX.wav,augmented_noise\1008_DFA_DIS_XX_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/39230.wav,augmented_noise\39230_noise.wav,Bored
../dataset/ravdess/Actor_23/03-01-03-02-01-02-23.wav,augmented_noise\03-01-03-02-01-02-23_noise.wav,Happy
../dataset/esd/0017/Neutral/0017_000289.wav,augmented_noise\0017_000289_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/02499.wav,augmented_noise\02499_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/32096.wav,augmented_noise\32096_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/42139.wav,augmented_noise\42139_noise.wav,Bored
../dataset/crema-d/AudioWAV/1039_TAI_DIS_XX.wav,augmented_noise\1039_TAI_DIS_XX_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/01714.wav,augmented_noise\01714_noise.wav,Question
../dataset/mlend/MLEndSND_Public/25252.wav,augmented_noise\25252_noise.wav,Question
../dataset/mlend/MLEndSND_Public/31438.wav,augmented_noise\31438_noise.wav,Happy
../dataset/meld/train/dia856_utt2.mp4,augmented_noise\dia856_utt2_noise.wav,Sad
../dataset/tess/OAF_disgust/OAF_mob_disgust.wav,augmented_noise\OAF_mob_disgust_noise.wav,Disgust
../dataset/esd/0013/Angry/0013_000427.wav,augmented_noise\0013_000427_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/20229.wav,augmented_noise\20229_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/42141.wav,augmented_noise\42141_noise.wav,Question
../dataset/mlend/MLEndSND_Public/33276.wav,augmented_noise\33276_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/45298.wav,augmented_noise\45298_noise.wav,Question
../dataset/mlend/MLEndSND_Public/08923.wav,augmented_noise\08923_noise.wav,Bored
../dataset/crema-d/AudioWAV/1023_IWW_HAP_XX.wav,augmented_noise\1023_IWW_HAP_XX_noise.wav,Happy
../dataset/esd/0017/Sad/0017_001253.wav,augmented_noise\0017_001253_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/35505.wav,augmented_noise\35505_noise.wav,Neutral
../dataset/esd/0013/Angry/0013_000581.wav,augmented_noise\0013_000581_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/47021.wav,augmented_noise\47021_noise.wav,Bored
../dataset/meld/train/dia772_utt8.mp4,augmented_noise\dia772_utt8_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/06423.wav,augmented_noise\06423_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/30111.wav,augmented_noise\30111_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/45468.wav,augmented_noise\45468_noise.wav,Happy
../dataset/tess/OAF_neutral/OAF_sell_neutral.wav,augmented_noise\OAF_sell_neutral_noise.wav,Neutral
../dataset/meld/train/dia645_utt4.mp4,augmented_noise\dia645_utt4_noise.wav,Neutral
../dataset/esd/0016/Neutral/0016_000027.wav,augmented_noise\0016_000027_noise.wav,Neutral
../dataset/tess/YAF_angry/YAF_death_angry.wav,augmented_noise\YAF_death_angry_noise.wav,Anger
../dataset/esd/0019/Surprise/0019_001498.wav,augmented_noise\0019_001498_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/04839.wav,augmented_noise\04839_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/20416.wav,augmented_noise\20416_noise.wav,Happy
../dataset/meld/train/dia665_utt1.mp4,augmented_noise\dia665_utt1_noise.wav,Happy
../dataset/esd/0014/Neutral/0014_000242.wav,augmented_noise\0014_000242_noise.wav,Neutral
../dataset/meld/train/dia924_utt3.mp4,augmented_noise\dia924_utt3_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/21363.wav,augmented_noise\21363_noise.wav,Neutral
../dataset/esd/0015/Happy/0015_000842.wav,augmented_noise\0015_000842_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/19432.wav,augmented_noise\19432_noise.wav,Bored
../dataset/ravdess/Actor_08/03-01-04-02-02-01-08.wav,augmented_noise\03-01-04-02-02-01-08_noise.wav,Sad
../dataset/esd/0012/Happy/0012_000787.wav,augmented_noise\0012_000787_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/04370.wav,augmented_noise\04370_noise.wav,Neutral
../dataset/tess/OAF_angry/OAF_live_angry.wav,augmented_noise\OAF_live_angry_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/34331.wav,augmented_noise\34331_noise.wav,Question
../dataset/crema-d/AudioWAV/1081_IEO_FEA_HI.wav,augmented_noise\1081_IEO_FEA_HI_noise.wav,Fear
../dataset/mlend/MLEndSND_Public/30899.wav,augmented_noise\30899_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/26514.wav,augmented_noise\26514_noise.wav,Question
../dataset/esd/0016/Sad/0016_001382.wav,augmented_noise\0016_001382_noise.wav,Sad
../dataset/crema-d/AudioWAV/1055_WSI_SAD_XX.wav,augmented_noise\1055_WSI_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/18436.wav,augmented_noise\18436_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/15092.wav,augmented_noise\15092_noise.wav,Happy
../dataset/esd/0014/Angry/0014_000357.wav,augmented_noise\0014_000357_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/39193.wav,augmented_noise\39193_noise.wav,Question
../dataset/meld/train/dia477_utt9.mp4,augmented_noise\dia477_utt9_noise.wav,Happy
../dataset/crema-d/AudioWAV/1051_IEO_HAP_MD.wav,augmented_noise\1051_IEO_HAP_MD_noise.wav,Happy
../dataset/crema-d/AudioWAV/1005_WSI_FEA_XX.wav,augmented_noise\1005_WSI_FEA_XX_noise.wav,Fear
../dataset/esd/0019/Angry/0019_000599.wav,augmented_noise\0019_000599_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/26629.wav,augmented_noise\26629_noise.wav,Question
../dataset/mlend/MLEndSND_Public/28502.wav,augmented_noise\28502_noise.wav,Neutral
../dataset/esd/0011/Neutral/0011_000321.wav,augmented_noise\0011_000321_noise.wav,Neutral
../dataset/esd/0019/Neutral/0019_000145.wav,augmented_noise\0019_000145_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1005_TSI_ANG_XX.wav,augmented_noise\1005_TSI_ANG_XX_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/19785.wav,augmented_noise\19785_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/33348.wav,augmented_noise\33348_noise.wav,Bored
../dataset/esd/0012/Surprise/0012_001621.wav,augmented_noise\0012_001621_noise.wav,Surprise
../dataset/esd/0013/Sad/0013_001112.wav,augmented_noise\0013_001112_noise.wav,Sad
../dataset/crema-d/AudioWAV/1060_TSI_HAP_XX.wav,augmented_noise\1060_TSI_HAP_XX_noise.wav,Happy
../dataset/esd/0016/Happy/0016_000870.wav,augmented_noise\0016_000870_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/41954.wav,augmented_noise\41954_noise.wav,Bored
../dataset/esd/0012/Sad/0012_001247.wav,augmented_noise\0012_001247_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/23453.wav,augmented_noise\23453_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/20691.wav,augmented_noise\20691_noise.wav,Question
../dataset/mlend/MLEndSND_Public/42972.wav,augmented_noise\42972_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/14676.wav,augmented_noise\14676_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/22293.wav,augmented_noise\22293_noise.wav,Bored
../dataset/esd/0020/Neutral/0020_000340.wav,augmented_noise\0020_000340_noise.wav,Neutral
../dataset/tess/YAF_disgust/YAF_dip_disgust.wav,augmented_noise\YAF_dip_disgust_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/37426.wav,augmented_noise\37426_noise.wav,Happy
../dataset/esd/0015/Happy/0015_000853.wav,augmented_noise\0015_000853_noise.wav,Happy
../dataset/esd/0015/Sad/0015_001392.wav,augmented_noise\0015_001392_noise.wav,Sad
../dataset/esd/0013/Happy/0013_000923.wav,augmented_noise\0013_000923_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/32513.wav,augmented_noise\32513_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/43155.wav,augmented_noise\43155_noise.wav,Happy
../dataset/crema-d/AudioWAV/1086_ITH_NEU_XX.wav,augmented_noise\1086_ITH_NEU_XX_noise.wav,Neutral
../dataset/esd/0018/Angry/0018_000693.wav,augmented_noise\0018_000693_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/08059.wav,augmented_noise\08059_noise.wav,Neutral
../dataset/meld/train/dia991_utt14.mp4,augmented_noise\dia991_utt14_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/12202.wav,augmented_noise\12202_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/29925.wav,augmented_noise\29925_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/17083.wav,augmented_noise\17083_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/41903.wav,augmented_noise\41903_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/45520.wav,augmented_noise\45520_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/02254.wav,augmented_noise\02254_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/21487.wav,augmented_noise\21487_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1017_IOM_FEA_XX.wav,augmented_noise\1017_IOM_FEA_XX_noise.wav,Fear
../dataset/mlend/MLEndSND_Public/44488.wav,augmented_noise\44488_noise.wav,Happy
../dataset/ravdess/Actor_14/03-01-04-01-02-01-14.wav,augmented_noise\03-01-04-01-02-01-14_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/40517.wav,augmented_noise\40517_noise.wav,Happy
../dataset/crema-d/AudioWAV/1051_IOM_SAD_XX.wav,augmented_noise\1051_IOM_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/17403.wav,augmented_noise\17403_noise.wav,Neutral
../dataset/esd/0016/Angry/0016_000462.wav,augmented_noise\0016_000462_noise.wav,Anger
../dataset/esd/0013/Happy/0013_000820.wav,augmented_noise\0013_000820_noise.wav,Happy
../dataset/tess/OAF_Pleasant_surprise/OAF_vine_ps.wav,augmented_noise\OAF_vine_ps_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/19743.wav,augmented_noise\19743_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1025_ITS_SAD_XX.wav,augmented_noise\1025_ITS_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/41655.wav,augmented_noise\41655_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/21054.wav,augmented_noise\21054_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/24693.wav,augmented_noise\24693_noise.wav,Question
../dataset/mlend/MLEndSND_Public/36459.wav,augmented_noise\36459_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/28968.wav,augmented_noise\28968_noise.wav,Question
../dataset/esd/0014/Sad/0014_001111.wav,augmented_noise\0014_001111_noise.wav,Sad
../dataset/esd/0015/Neutral/0015_000190.wav,augmented_noise\0015_000190_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/42906.wav,augmented_noise\42906_noise.wav,Happy
../dataset/ravdess/Actor_17/03-01-08-02-01-02-17.wav,augmented_noise\03-01-08-02-01-02-17_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/43439.wav,augmented_noise\43439_noise.wav,Question
../dataset/mlend/MLEndSND_Public/25145.wav,augmented_noise\25145_noise.wav,Question
../dataset/mlend/MLEndSND_Public/43304.wav,augmented_noise\43304_noise.wav,Neutral
../dataset/esd/0015/Surprise/0015_001516.wav,augmented_noise\0015_001516_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/14754.wav,augmented_noise\14754_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/01865.wav,augmented_noise\01865_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/33461.wav,augmented_noise\33461_noise.wav,Happy
../dataset/esd/0011/Surprise/0011_001466.wav,augmented_noise\0011_001466_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/32561.wav,augmented_noise\32561_noise.wav,Neutral
../dataset/tess/OAF_disgust/OAF_home_disgust.wav,augmented_noise\OAF_home_disgust_noise.wav,Disgust
../dataset/esd/0017/Happy/0017_000784.wav,augmented_noise\0017_000784_noise.wav,Happy
../dataset/crema-d/AudioWAV/1053_ITH_SAD_XX.wav,augmented_noise\1053_ITH_SAD_XX_noise.wav,Sad
../dataset/meld/train/dia40_utt11.mp4,augmented_noise\dia40_utt11_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/31471.wav,augmented_noise\31471_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/03905.wav,augmented_noise\03905_noise.wav,Happy
../dataset/esd/0015/Neutral/0015_000254.wav,augmented_noise\0015_000254_noise.wav,Neutral
../dataset/meld/train/dia443_utt3.mp4,augmented_noise\dia443_utt3_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/07012.wav,augmented_noise\07012_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/25487.wav,augmented_noise\25487_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/32578.wav,augmented_noise\32578_noise.wav,Happy
../dataset/meld/train/dia654_utt8.mp4,augmented_noise\dia654_utt8_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/12278.wav,augmented_noise\12278_noise.wav,Bored
../dataset/esd/0011/Surprise/0011_001423.wav,augmented_noise\0011_001423_noise.wav,Surprise
../dataset/crema-d/AudioWAV/1011_IWL_HAP_XX.wav,augmented_noise\1011_IWL_HAP_XX_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/09524.wav,augmented_noise\09524_noise.wav,Happy
../dataset/esd/0013/Angry/0013_000373.wav,augmented_noise\0013_000373_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/35117.wav,augmented_noise\35117_noise.wav,Neutral
../dataset/meld/train/dia644_utt1.mp4,augmented_noise\dia644_utt1_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1025_TAI_FEA_XX.wav,augmented_noise\1025_TAI_FEA_XX_noise.wav,Fear
../dataset/crema-d/AudioWAV/1061_TSI_DIS_XX.wav,augmented_noise\1061_TSI_DIS_XX_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/29119.wav,augmented_noise\29119_noise.wav,Happy
../dataset/savee/JE_su05.wav,augmented_noise\JE_su05_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/24237.wav,augmented_noise\24237_noise.wav,Question
../dataset/esd/0017/Surprise/0017_001691.wav,augmented_noise\0017_001691_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/07351.wav,augmented_noise\07351_noise.wav,Bored
../dataset/esd/0018/Surprise/0018_001698.wav,augmented_noise\0018_001698_noise.wav,Surprise
../dataset/esd/0013/Angry/0013_000664.wav,augmented_noise\0013_000664_noise.wav,Anger
../dataset/tess/YAF_happy/YAF_juice_happy.wav,augmented_noise\YAF_juice_happy_noise.wav,Happy
../dataset/crema-d/AudioWAV/1061_ITH_ANG_XX.wav,augmented_noise\1061_ITH_ANG_XX_noise.wav,Anger
../dataset/tess/OAF_disgust/OAF_raise_disgust.wav,augmented_noise\OAF_raise_disgust_noise.wav,Disgust
../dataset/ravdess/Actor_22/03-01-06-01-02-02-22.wav,augmented_noise\03-01-06-01-02-02-22_noise.wav,Fear
../dataset/esd/0020/Neutral/0020_000061.wav,augmented_noise\0020_000061_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/45502.wav,augmented_noise\45502_noise.wav,Happy
../dataset/savee/JE_d05.wav,augmented_noise\JE_d05_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/41464.wav,augmented_noise\41464_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/09042.wav,augmented_noise\09042_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1021_ITH_ANG_XX.wav,augmented_noise\1021_ITH_ANG_XX_noise.wav,Anger
../dataset/crema-d/AudioWAV/1015_IWW_FEA_XX.wav,augmented_noise\1015_IWW_FEA_XX_noise.wav,Fear
../dataset/esd/0017/Surprise/0017_001603.wav,augmented_noise\0017_001603_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/19851.wav,augmented_noise\19851_noise.wav,Question
../dataset/mlend/MLEndSND_Public/04720.wav,augmented_noise\04720_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/04349.wav,augmented_noise\04349_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/36442.wav,augmented_noise\36442_noise.wav,Happy
../dataset/esd/0013/Neutral/0013_000237.wav,augmented_noise\0013_000237_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/02188.wav,augmented_noise\02188_noise.wav,Question
../dataset/esd/0011/Surprise/0011_001630.wav,augmented_noise\0011_001630_noise.wav,Surprise
../dataset/meld/train/dia553_utt0.mp4,augmented_noise\dia553_utt0_noise.wav,Neutral
../dataset/esd/0015/Angry/0015_000414.wav,augmented_noise\0015_000414_noise.wav,Anger
../dataset/crema-d/AudioWAV/1086_TSI_DIS_XX.wav,augmented_noise\1086_TSI_DIS_XX_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/29998.wav,augmented_noise\29998_noise.wav,Bored
../dataset/meld/train/dia237_utt11.mp4,augmented_noise\dia237_utt11_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/09891.wav,augmented_noise\09891_noise.wav,Question
../dataset/mlend/MLEndSND_Public/24690.wav,augmented_noise\24690_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/27139.wav,augmented_noise\27139_noise.wav,Bored
../dataset/tess/OAF_disgust/OAF_germ_disgust.wav,augmented_noise\OAF_germ_disgust_noise.wav,Disgust
../dataset/meld/train/dia705_utt8.mp4,augmented_noise\dia705_utt8_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1041_IWW_HAP_XX.wav,augmented_noise\1041_IWW_HAP_XX_noise.wav,Happy
../dataset/tess/YAF_pleasant_surprised/YAF_gun_ps.wav,augmented_noise\YAF_gun_ps_noise.wav,Surprise
../dataset/tess/YAF_sad/YAF_ring_sad.wav,augmented_noise\YAF_ring_sad_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/43282.wav,augmented_noise\43282_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/20341.wav,augmented_noise\20341_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/14001.wav,augmented_noise\14001_noise.wav,Neutral
../dataset/meld/train/dia948_utt15.mp4,augmented_noise\dia948_utt15_noise.wav,Neutral
../dataset/esd/0015/Angry/0015_000593.wav,augmented_noise\0015_000593_noise.wav,Anger
../dataset/esd/0011/Happy/0011_000899.wav,augmented_noise\0011_000899_noise.wav,Happy
../dataset/esd/0014/Angry/0014_000688.wav,augmented_noise\0014_000688_noise.wav,Anger
../dataset/meld/train/dia603_utt8.mp4,augmented_noise\dia603_utt8_noise.wav,Neutral
../dataset/meld/train/dia884_utt0.mp4,augmented_noise\dia884_utt0_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/28686.wav,augmented_noise\28686_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/14808.wav,augmented_noise\14808_noise.wav,Happy
../dataset/esd/0011/Sad/0011_001084.wav,augmented_noise\0011_001084_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/01685.wav,augmented_noise\01685_noise.wav,Question
../dataset/mlend/MLEndSND_Public/43799.wav,augmented_noise\43799_noise.wav,Happy
../dataset/esd/0019/Surprise/0019_001638.wav,augmented_noise\0019_001638_noise.wav,Surprise
../dataset/tess/OAF_Sad/OAF_yearn_sad.wav,augmented_noise\OAF_yearn_sad_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/09065.wav,augmented_noise\09065_noise.wav,Question
../dataset/tess/OAF_disgust/OAF_seize_disgust.wav,augmented_noise\OAF_seize_disgust_noise.wav,Disgust
../dataset/meld/train/dia828_utt14.mp4,augmented_noise\dia828_utt14_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/33090.wav,augmented_noise\33090_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/04523.wav,augmented_noise\04523_noise.wav,Happy
../dataset/crema-d/AudioWAV/1068_TSI_NEU_XX.wav,augmented_noise\1068_TSI_NEU_XX_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1086_TIE_SAD_XX.wav,augmented_noise\1086_TIE_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/19777.wav,augmented_noise\19777_noise.wav,Bored
../dataset/esd/0019/Surprise/0019_001696.wav,augmented_noise\0019_001696_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/37759.wav,augmented_noise\37759_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/30156.wav,augmented_noise\30156_noise.wav,Bored
../dataset/esd/0019/Angry/0019_000618.wav,augmented_noise\0019_000618_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/18868.wav,augmented_noise\18868_noise.wav,Bored
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_happy_3b_2.wav,augmented_noise\male2_happy_3b_2_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/01654.wav,augmented_noise\01654_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/11118.wav,augmented_noise\11118_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/08306.wav,augmented_noise\08306_noise.wav,Question
../dataset/esd/0015/Happy/0015_000769.wav,augmented_noise\0015_000769_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/43353.wav,augmented_noise\43353_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/18811.wav,augmented_noise\18811_noise.wav,Neutral
../dataset/esd/0019/Angry/0019_000395.wav,augmented_noise\0019_000395_noise.wav,Anger
../dataset/meld/train/dia667_utt1.mp4,augmented_noise\dia667_utt1_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/38481.wav,augmented_noise\38481_noise.wav,Bored
../dataset/meld/train/dia967_utt2.mp4,augmented_noise\dia967_utt2_noise.wav,Surprise
../dataset/esd/0017/Happy/0017_000945.wav,augmented_noise\0017_000945_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/09453.wav,augmented_noise\09453_noise.wav,Happy
../dataset/esd/0014/Sad/0014_001332.wav,augmented_noise\0014_001332_noise.wav,Sad
../dataset/esd/0018/Angry/0018_000600.wav,augmented_noise\0018_000600_noise.wav,Anger
../dataset/crema-d/AudioWAV/1025_IEO_HAP_MD.wav,augmented_noise\1025_IEO_HAP_MD_noise.wav,Happy
../dataset/meld/train/dia287_utt1.mp4,augmented_noise\dia287_utt1_noise.wav,Sad
../dataset/esd/0013/Angry/0013_000456.wav,augmented_noise\0013_000456_noise.wav,Anger
../dataset/esd/0016/Angry/0016_000497.wav,augmented_noise\0016_000497_noise.wav,Anger
../dataset/meld/train/dia663_utt0.mp4,augmented_noise\dia663_utt0_noise.wav,Happy
../dataset/esd/0015/Surprise/0015_001435.wav,augmented_noise\0015_001435_noise.wav,Surprise
../dataset/esd/0018/Happy/0018_000717.wav,augmented_noise\0018_000717_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/30591.wav,augmented_noise\30591_noise.wav,Neutral
../dataset/meld/train/dia507_utt15.mp4,augmented_noise\dia507_utt15_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/25439.wav,augmented_noise\25439_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/34961.wav,augmented_noise\34961_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/19674.wav,augmented_noise\19674_noise.wav,Neutral
../dataset/esd/0019/Surprise/0019_001601.wav,augmented_noise\0019_001601_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/46207.wav,augmented_noise\46207_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1048_IEO_ANG_MD.wav,augmented_noise\1048_IEO_ANG_MD_noise.wav,Anger
../dataset/esd/0015/Neutral/0015_000114.wav,augmented_noise\0015_000114_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1001_DFA_SAD_XX.wav,augmented_noise\1001_DFA_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/28078.wav,augmented_noise\28078_noise.wav,Question
../dataset/esd/0015/Neutral/0015_000183.wav,augmented_noise\0015_000183_noise.wav,Neutral
../dataset/meld/train/dia187_utt4.mp4,augmented_noise\dia187_utt4_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1056_IEO_DIS_LO.wav,augmented_noise\1056_IEO_DIS_LO_noise.wav,Disgust
